,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
5971,2.0,1,43,1.0,3,1,0,47,0
5972,2.0,2,40,3.0,5,1,0,45,0
5973,2.0,1,34,5.0,10,1,0,59,0
5975,3.0,1,32,4.0,5,0,0,60,0
5976,2.0,1,31,3.0,4,0,0,84,0
5977,3.0,1,42,3.0,5,0,0,80,0
5978,2.0,1,24,3.0,2,0,0,49,0
5979,3.0,1,39,5.0,5,0,0,54,0
5980,3.0,1,37,5.0,8,0,0,52,0
5981,2.0,1,31,3.0,6,0,0,70,0
5982,2.0,1,31,3.0,4,0,0,51,0
5983,2.0,1,43,3.0,16,0,0,87,0
5984,2.0,1,42,5.0,6,1,0,70,0
5986,2.0,1,27,2.0,4,0,0,47,0
5987,2.0,1,33,3.0,7,0,0,52,0
5988,2.0,1,32,4.0,8,0,0,82,0
5989,3.0,1,31,2.0,6,0,0,46,0
5990,2.0,1,37,1.0,9,0,0,63,0
5991,1.0,1,26,5.0,4,1,0,59,0
5992,2.0,2,29,1.0,4,0,0,47,0
5993,2.0,3,29,3.0,7,0,0,51,0
5994,2.0,2,35,4.0,3,1,0,79,0
5995,2.0,1,45,4.0,7,1,0,72,1
5996,2.0,1,38,5.0,5,1,0,62,0
5998,2.0,1,41,1.0,11,0,0,53,0
5999,3.0,1,43,5.0,13,0,0,71,0
6001,2.0,1,36,5.0,8,1,0,53,0
6002,3.0,2,43,5.0,17,0,0,60,0
6003,2.0,1,26,5.0,3,0,0,56,0
6004,3.0,1,34,3.0,5,0,0,68,0
6005,3.0,1,55,5.0,27,1,0,70,1
6006,3.0,1,38,3.0,7,1,0,51,0
6008,2.0,1,31,3.0,6,1,0,69,0
6009,2.0,1,29,3.0,6,1,0,62,0
6010,2.0,1,32,4.0,3,1,0,83,1
6011,2.0,1,28,4.0,2,0,0,84,0
6012,3.0,1,36,5.0,2,1,0,56,0
6013,2.0,1,51,4.0,22,1,0,61,1
6014,2.0,2,32,4.0,9,0,0,56,0
6016,2.0,1,27,4.0,4,0,0,65,0
6018,2.0,1,29,5.0,3,1,0,62,0
6020,2.0,1,38,3.0,8,0,0,67,0
6021,2.0,2,30,4.0,2,1,0,85,0
6022,3.0,1,37,3.0,4,0,0,58,1
6023,2.0,1,31,3.0,5,0,0,46,0
6024,2.0,3,35,5.0,7,1,0,58,0
6025,2.0,2,31,4.0,7,1,0,61,0
6026,3.0,1,30,3.0,7,1,0,50,1
6028,2.0,1,29,5.0,6,1,0,87,0
6029,2.0,1,60,2.0,17,0,0,81,0
6030,2.0,1,27,3.0,3,0,0,55,0
6032,2.0,2,30,3.0,6,0,0,60,0
6033,3.0,1,48,3.0,6,0,0,78,0
6034,2.0,1,32,1.0,6,1,1,52,0
6036,2.0,1,27,3.0,2,1,0,51,0
6037,2.0,1,36,4.0,10,0,0,87,0
6038,2.0,1,43,4.0,2,1,1,60,0
6039,3.0,1,57,3.0,12,1,0,68,0
6040,2.0,2,30,3.0,4,0,0,61,0
6041,3.0,1,33,3.0,5,0,0,47,0
6042,3.0,1,40,4.0,3,1,0,68,0
6043,2.0,1,34,3.0,8,0,0,64,0
6044,2.0,1,43,1.0,3,0,0,52,0
6045,2.0,1,38,4.0,10,1,0,60,0
6046,2.0,1,31,4.0,5,0,0,52,0
6047,2.0,1,31,5.0,7,0,0,87,0
6048,2.0,1,30,4.0,6,1,0,59,0
6049,2.0,2,53,3.0,3,0,0,83,0
6050,2.0,1,34,4.0,7,1,0,58,0
6051,2.0,1,24,5.0,2,1,0,45,0
6052,3.0,2,29,3.0,9,0,0,50,0
6053,2.0,1,30,1.0,5,1,0,59,0
6054,2.0,3,28,4.0,4,1,0,85,0
6056,2.0,1,40,5.0,15,1,0,60,0
6057,3.0,1,35,2.0,9,0,0,53,0
6058,3.0,1,34,3.0,2,0,0,69,0
6059,2.0,1,29,5.0,2,1,0,89,1
6060,3.0,1,34,3.0,3,0,0,71,0
6061,2.0,1,43,5.0,9,1,0,59,0
6062,2.0,1,30,2.0,3,1,0,69,0
6064,3.0,3,36,2.0,8,0,0,51,0
6065,2.0,2,30,3.0,5,0,0,54,0
6066,2.0,1,32,3.0,3,0,0,88,0
6068,2.0,1,40,3.0,6,1,0,68,0
6069,2.0,1,50,1.0,16,0,0,49,0
6070,2.0,2,38,4.0,9,1,0,46,0
6071,2.0,1,28,4.0,2,0,0,68,0
6072,3.0,1,30,1.0,3,0,0,86,0
6073,2.0,1,45,4.0,3,0,0,60,0
6075,3.0,2,44,3.0,7,0,0,44,0
6076,2.0,3,27,3.0,2,1,0,49,0
6077,2.0,1,29,3.0,1,0,0,83,0
6078,2.0,1,35,1.0,2,1,0,50,0
6079,2.0,1,40,3.0,3,1,0,68,0
6080,2.0,2,34,3.0,5,0,0,66,0
6081,2.0,1,29,4.0,3,0,0,45,0
6082,2.0,2,29,5.0,3,1,0,66,0
6083,2.0,1,28,4.0,2,1,0,64,0
6084,2.0,1,36,4.0,7,1,0,71,0
6085,3.0,2,36,4.0,7,0,0,82,0
6087,3.0,1,39,4.0,5,0,0,61,0
6088,2.0,1,36,4.0,2,0,0,73,0
6089,2.0,1,40,4.0,3,1,0,85,0
6090,3.0,2,36,4.0,6,0,0,53,0
6091,3.0,1,42,3.0,13,0,0,70,0
6092,2.0,2,29,1.0,2,0,0,82,0
6093,2.0,2,30,4.0,3,0,0,82,0
6094,2.0,1,37,1.0,10,0,0,45,0
6095,2.0,1,27,4.0,3,0,0,48,0
6096,2.0,1,29,1.0,2,0,0,81,0
6098,3.0,1,35,3.0,10,0,0,54,0
6099,2.0,2,40,4.0,8,0,0,81,0
6100,3.0,2,36,1.0,10,0,0,85,0
6102,2.0,1,32,3.0,9,0,0,68,0
6103,2.0,1,25,1.0,4,1,0,49,0
6104,2.0,3,30,3.0,6,0,0,52,0
6105,2.0,1,40,3.0,11,0,0,52,0
6106,2.0,1,37,4.0,5,1,0,48,0
6107,2.0,1,31,4.0,5,1,0,69,0
6108,2.0,1,29,5.0,5,0,0,54,0
6109,2.0,1,30,2.0,2,0,0,57,0
6110,3.0,3,40,3.0,7,0,0,71,0
6111,2.0,1,34,2.0,7,0,0,54,0
6112,3.0,1,45,3.0,18,0,0,58,0
6113,2.0,1,32,3.0,2,1,0,47,0
6114,3.0,1,54,3.0,16,0,0,58,0
6116,2.0,2,30,3.0,3,1,0,79,1
6117,2.0,1,34,4.0,4,0,0,64,0
6118,3.0,1,54,5.0,20,1,0,97,1
6119,3.0,2,44,4.0,13,1,0,56,0
6120,2.0,1,27,4.0,5,0,0,80,0
6121,2.0,1,31,3.0,5,1,0,85,0
6122,2.0,1,38,5.0,8,1,0,80,0
6123,3.0,1,34,3.0,3,0,0,59,0
6124,2.0,1,30,3.0,7,0,0,84,0
6125,2.0,1,30,1.0,6,0,0,66,0
6126,2.0,1,33,5.0,7,1,0,72,0
6127,3.0,1,38,2.0,10,0,0,50,0
6128,3.0,1,42,2.0,7,0,0,73,0
6130,2.0,1,25,3.0,2,0,0,79,0
6131,2.0,1,48,3.0,19,1,0,46,0
6132,2.0,1,32,1.0,3,0,0,84,0
6133,3.0,1,33,4.0,4,0,0,62,0
6134,2.0,1,26,3.0,2,0,0,88,0
6136,2.0,1,39,4.0,9,1,0,68,0
6137,2.0,1,31,4.0,5,1,0,81,0
6138,3.0,1,60,2.0,2,0,0,68,0
6139,2.0,2,37,3.0,9,0,0,55,0
6140,2.0,1,31,5.0,5,0,0,61,0
6141,2.0,1,39,3.0,4,1,0,60,0
6142,2.0,1,34,3.0,7,0,0,69,0
6143,3.0,1,36,4.0,4,0,0,63,0
6144,3.0,1,42,3.0,9,1,0,63,0
6145,2.0,1,26,1.0,3,0,0,62,0
6148,2.0,1,31,3.0,7,0,0,47,0
6149,3.0,1,35,5.0,4,1,0,47,0
6150,2.0,1,31,4.0,3,1,0,85,0
6151,2.0,1,31,5.0,4,0,0,67,0
6152,2.0,1,36,1.0,7,0,0,49,0
6153,3.0,2,47,1.0,19,0,0,49,0
6154,2.0,2,34,3.0,7,0,0,48,0
6155,2.0,1,29,3.0,8,1,0,85,0
6156,2.0,1,30,3.0,6,0,0,79,0
6157,3.0,2,44,3.0,9,0,0,67,0
6158,2.0,1,29,1.0,6,0,0,51,0
6159,2.0,3,52,3.0,5,0,0,92,1
6160,2.0,2,31,3.0,3,0,0,49,0
6161,2.0,2,35,5.0,8,1,0,70,1
6162,2.0,1,43,3.0,5,0,0,47,0
6163,2.0,1,52,4.0,17,0,0,55,0
6164,2.0,1,50,3.0,17,1,0,61,1
6165,2.0,2,43,3.0,6,0,0,76,0
6166,2.0,1,55,3.0,22,0,0,85,0
6167,2.0,1,31,5.0,5,0,0,61,0
6168,2.0,1,37,4.0,9,0,0,60,0
6169,2.0,3,34,3.0,4,1,0,62,0
6170,3.0,1,52,3.0,7,1,0,51,1
6171,2.0,2,39,5.0,4,1,0,87,0
6172,2.0,1,36,4.0,4,1,0,88,0
6173,2.0,1,30,5.0,2,1,0,70,0
6174,2.0,1,27,5.0,4,1,0,51,0
6175,2.0,1,32,1.0,5,0,0,48,0
6176,2.0,1,33,3.0,6,0,1,49,0
6177,2.0,3,35,2.0,8,0,0,48,0
6178,2.0,1,33,5.0,6,0,0,54,0
6179,2.0,1,34,5.0,6,1,0,69,0
6180,2.0,2,27,5.0,2,0,0,60,0
6182,2.0,1,40,2.0,7,0,0,58,0
6183,3.0,1,33,3.0,9,0,0,68,0
6184,3.0,1,34,2.0,9,1,0,59,0
6185,3.0,1,38,3.0,12,0,0,49,0
6186,2.0,1,34,4.0,7,1,0,79,0
6187,2.0,1,36,2.0,7,0,1,89,0
6189,2.0,1,42,3.0,14,0,0,80,0
6190,2.0,1,29,2.0,5,1,0,56,1
6191,3.0,1,34,5.0,4,1,0,52,0
6192,2.0,1,32,1.0,5,0,0,50,0
6193,2.0,2,31,3.0,3,0,0,47,0
6194,2.0,1,56,1.0,31,0,0,49,0
6195,3.0,1,38,4.0,9,0,0,52,0
6196,2.0,1,34,5.0,7,1,0,48,0
6198,2.0,1,40,3.0,5,0,0,62,1
6199,2.0,1,58,3.0,3,1,0,77,0
6201,3.0,1,32,3.0,7,0,0,49,0
6202,2.0,1,30,5.0,1,1,0,64,0
6203,3.0,1,44,3.0,13,0,0,71,0
6204,3.0,1,36,3.0,4,0,0,71,0
6205,3.0,2,34,3.0,3,0,0,74,0
6206,2.0,2,46,2.0,8,0,0,52,0
6207,3.0,10,55,3.0,12,0,0,70,0
6208,2.0,1,34,1.0,10,0,0,71,0
6209,2.0,2,30,3.0,7,0,0,88,0
6210,2.0,1,28,4.0,6,1,1,88,1
6211,2.0,1,26,1.0,4,0,0,50,0
6212,2.0,1,44,3.0,15,0,0,74,0
6213,2.0,1,31,4.0,3,0,0,71,0
6214,2.0,1,23,4.0,2,1,0,65,0
6215,2.0,1,39,1.0,6,0,0,81,0
6216,2.0,1,30,3.0,4,0,0,82,0
6217,3.0,1,37,3.0,9,1,0,82,0
6218,2.0,1,38,5.0,3,1,0,67,0
6219,2.0,1,27,2.0,2,0,0,66,0
6220,3.0,1,47,3.0,4,1,0,53,0
6221,3.0,1,32,4.0,9,0,0,84,0
6223,3.0,1,45,4.0,3,1,0,58,0
6224,2.0,1,34,3.0,6,0,0,58,0
6225,2.0,1,59,2.0,15,0,0,49,0
6226,2.0,1,28,1.0,4,1,0,64,0
6227,2.0,1,32,1.0,6,0,0,53,0
6228,2.0,1,26,4.0,2,0,0,48,0
6229,2.0,3,35,3.0,3,0,0,70,0
6230,2.0,1,24,5.0,2,0,0,56,0
6231,3.0,2,31,5.0,5,1,0,84,0
6232,2.0,2,29,4.0,2,0,0,85,0
6233,2.0,1,29,3.0,6,0,0,52,0
6234,2.0,1,53,5.0,11,1,0,47,0
6235,3.0,1,47,5.0,7,1,0,60,0
6236,2.0,1,25,5.0,2,0,0,51,0
6238,2.0,1,26,3.0,4,1,0,84,0
6239,2.0,1,30,5.0,3,0,0,81,0
6240,3.0,1,41,4.0,13,0,0,80,0
6241,2.0,1,32,3.0,7,1,0,64,1
6243,2.0,1,30,3.0,5,0,0,86,0
6244,3.0,1,38,3.0,13,0,0,48,0
6245,3.0,1,39,1.0,3,0,0,77,0
6246,2.0,1,32,1.0,4,0,0,46,0
6247,3.0,2,36,3.0,3,1,0,89,0
6248,2.0,1,26,4.0,2,0,0,94,1
6249,3.0,1,48,1.0,17,0,0,67,0
6250,2.0,1,45,5.0,3,0,0,46,0
6251,2.0,1,29,3.0,4,1,0,54,0
6252,3.0,2,46,4.0,17,0,0,77,0
6253,2.0,1,39,3.0,10,0,0,72,0
6255,3.0,1,32,4.0,6,0,0,89,0
6256,3.0,2,56,4.0,23,0,0,56,0
6257,2.0,1,49,5.0,15,1,1,65,0
6258,2.0,1,26,5.0,3,1,0,78,0
6259,3.0,1,33,1.0,8,0,0,51,0
6260,2.0,1,22,4.0,2,0,0,52,0
6262,2.0,3,29,1.0,4,1,0,49,0
6264,2.0,1,39,3.0,2,0,0,56,0
6265,2.0,4,26,4.0,1,1,0,51,1
6266,2.0,1,43,3.0,11,0,0,63,0
6267,2.0,3,34,3.0,6,0,0,50,0
6268,3.0,1,35,3.0,10,0,0,70,0
6269,3.0,1,59,3.0,2,0,0,81,0
6270,2.0,1,36,3.0,5,0,0,52,0
6271,2.0,1,39,5.0,4,1,1,60,1
6273,3.0,1,48,3.0,3,1,0,50,0
6275,3.0,2,39,3.0,4,0,0,49,0
6276,2.0,2,39,3.0,4,0,0,49,0
6277,2.0,1,27,5.0,5,1,0,84,0
6279,2.0,1,34,3.0,4,0,0,61,0
6280,2.0,1,32,5.0,6,0,0,77,0
6281,2.0,1,26,3.0,1,0,0,84,0
6282,2.0,1,39,3.0,11,0,0,46,0
6284,2.0,1,49,5.0,10,1,0,58,0
6285,2.0,1,27,4.0,2,1,0,81,0
6286,3.0,1,42,5.0,6,1,0,48,0
6287,2.0,2,28,1.0,2,0,0,45,0
6288,2.0,1,43,5.0,7,1,0,83,0
6289,2.0,1,44,3.0,5,0,0,58,0
6290,3.0,1,31,3.0,2,0,0,58,0
6291,2.0,4,39,3.0,8,0,0,50,0
6292,2.0,1,43,3.0,10,0,0,84,1
6293,2.0,1,40,4.0,3,1,0,60,0
6294,2.0,1,43,3.0,4,1,0,49,0
6295,2.0,1,32,3.0,7,1,0,57,0
6297,3.0,1,38,1.0,6,0,0,50,0
6298,2.0,1,32,3.0,3,0,0,50,0
6299,2.0,1,26,4.0,2,0,0,62,0
6300,2.0,1,26,4.0,2,1,0,52,0
6301,3.0,2,31,5.0,5,1,0,86,0
6302,3.0,1,34,3.0,4,0,0,55,0
6303,2.0,3,41,3.0,5,0,0,59,0
6304,3.0,1,37,2.0,12,0,0,48,0
6306,2.0,1,33,3.0,6,0,1,52,0
6308,2.0,1,35,3.0,7,0,0,63,0
6309,2.0,1,29,3.0,5,0,0,84,0
6310,3.0,1,50,3.0,16,0,0,72,0
6311,3.0,1,43,4.0,11,0,0,50,0
6312,2.0,1,45,3.0,15,0,0,49,0
6313,2.0,1,33,2.0,3,0,0,71,0
6314,2.0,1,47,5.0,15,1,0,61,0
6315,3.0,1,36,1.0,2,0,0,67,0
6316,2.0,4,29,5.0,5,1,0,86,0
6317,3.0,1,50,4.0,7,1,0,49,0
6318,2.0,2,28,2.0,5,0,0,49,0
6319,3.0,1,33,3.0,8,1,0,61,0
6320,3.0,1,49,4.0,18,0,0,50,0
6321,2.0,1,28,3.0,3,0,0,49,0
6322,2.0,1,38,4.0,7,1,0,79,1
6323,2.0,1,30,2.0,4,0,0,49,0
6324,2.0,1,30,4.0,7,0,0,56,0
6325,2.0,3,25,5.0,2,0,0,84,0
6326,2.0,1,41,5.0,8,1,0,72,0
6327,2.0,1,30,3.0,4,0,0,54,0
6328,2.0,2,33,1.0,2,0,0,62,0
6329,2.0,1,26,4.0,3,0,0,60,0
6330,2.0,1,28,3.0,2,0,0,81,0
6331,2.0,1,32,1.0,4,0,0,81,0
6332,2.0,1,31,5.0,5,1,1,80,0
6333,2.0,1,37,2.0,8,0,0,59,0
6335,2.0,1,33,3.0,6,0,0,50,0
6336,2.0,1,31,3.0,6,0,0,67,0
6337,3.0,1,34,4.0,5,0,0,53,0
6338,2.0,1,29,1.0,5,0,0,77,0
6339,2.0,2,29,4.0,3,1,0,55,0
6340,3.0,1,35,3.0,8,0,0,59,0
6341,2.0,1,33,3.0,7,0,0,57,0
6342,2.0,1,54,3.0,19,0,0,77,0
6343,3.0,1,43,5.0,12,0,0,57,0
6344,2.0,1,30,4.0,3,1,0,55,0
6345,3.0,1,37,4.0,5,1,0,50,0
6347,2.0,1,30,5.0,4,0,0,59,0
6348,2.0,1,28,1.0,3,0,0,79,0
6349,2.0,1,29,4.0,3,0,0,61,0
6350,2.0,1,29,3.0,4,0,0,58,0
6351,2.0,1,29,4.0,8,0,0,77,0
6352,2.0,1,29,2.0,2,1,1,63,0
6353,2.0,1,30,5.0,7,1,0,91,1
6354,2.0,1,28,3.0,3,0,0,71,0
6355,2.0,1,26,3.0,2,1,0,58,0
6356,3.0,1,48,4.0,15,1,0,97,1
6357,2.0,2,27,4.0,1,0,0,66,0
6358,2.0,1,30,3.0,5,0,0,66,0
6360,2.0,1,38,3.0,2,0,0,76,0
6361,3.0,2,34,5.0,6,1,0,82,0
6362,1.0,1,24,3.0,2,0,0,82,0
6363,1.0,1,24,3.0,2,0,0,62,0
6364,2.0,2,30,3.0,5,0,0,79,0
6365,3.0,1,35,4.0,8,1,0,63,0
6366,2.0,2,31,3.0,3,0,0,71,0
6367,2.0,1,32,5.0,4,0,0,80,1
6368,2.0,1,25,3.0,2,1,0,54,0
6369,2.0,2,41,4.0,3,1,0,52,0
6370,2.0,1,28,3.0,2,0,0,57,0
6371,2.0,2,28,3.0,5,0,0,70,0
6372,2.0,1,36,3.0,5,1,0,61,0
6373,2.0,1,35,3.0,2,1,0,70,0
6374,2.0,1,30,1.0,2,0,0,78,0
6375,2.0,1,30,4.0,2,1,0,58,0
6376,3.0,1,43,1.0,15,0,0,69,0
6378,2.0,1,33,5.0,7,1,0,61,0
6379,2.0,1,33,5.0,10,1,0,72,0
6380,2.0,1,29,1.0,5,0,1,52,0
6381,2.0,2,33,3.0,7,0,0,62,0
6382,3.0,2,48,1.0,2,1,0,77,0
6383,2.0,1,31,2.0,2,0,0,47,0
6384,3.0,1,33,3.0,7,1,1,58,0
6385,2.0,1,32,3.0,7,0,0,54,0
6386,3.0,1,52,5.0,6,1,0,47,1
6388,3.0,1,44,3.0,15,1,0,58,0
6389,2.0,1,28,5.0,2,1,0,75,0
6390,2.0,1,33,4.0,4,0,0,73,0
6391,2.0,1,40,5.0,9,1,0,61,0
6392,2.0,1,35,4.0,7,0,0,57,0
6393,2.0,1,29,4.0,5,0,0,48,0
6395,2.0,2,25,3.0,2,0,0,53,0
6397,2.0,1,47,1.0,19,0,0,62,0
6398,2.0,2,28,1.0,4,0,0,64,0
6399,2.0,1,28,5.0,7,1,0,79,0
6400,2.0,1,36,3.0,7,0,0,55,0
6401,2.0,1,26,3.0,3,0,0,82,0
6403,2.0,2,36,1.0,8,0,0,48,0
6404,2.0,1,28,5.0,1,0,0,48,0
6405,2.0,1,28,3.0,3,0,0,50,0
6406,2.0,1,40,4.0,4,1,0,62,0
6407,2.0,1,28,3.0,4,0,0,47,0
6408,3.0,1,42,3.0,3,0,0,81,0
6409,2.0,1,28,5.0,5,0,0,60,0
6410,3.0,1,34,2.0,5,0,0,59,0
6411,2.0,1,27,3.0,4,0,0,81,0
6412,2.0,1,27,3.0,5,0,0,76,0
6413,3.0,1,37,5.0,4,1,0,51,0
6414,2.0,1,40,4.0,12,0,0,60,0
6416,3.0,1,38,2.0,3,1,0,58,0
6417,2.0,1,40,5.0,9,1,0,48,1
6418,3.0,1,36,4.0,8,0,0,49,0
6419,3.0,1,31,4.0,5,1,0,72,0
6420,2.0,1,44,3.0,12,0,0,85,0
6421,2.0,1,40,2.0,4,0,0,89,0
6422,2.0,1,24,4.0,2,0,0,75,0
6423,3.0,1,37,3.0,9,0,0,63,0
6424,2.0,1,46,3.0,4,0,0,52,0
6425,2.0,1,35,4.0,5,1,0,62,0
6426,2.0,3,32,1.0,3,0,0,49,0
6427,2.0,2,28,3.0,5,0,0,75,0
6428,2.0,1,39,3.0,11,0,0,74,0
6430,3.0,1,32,4.0,6,0,0,48,0
6431,2.0,3,37,5.0,10,1,0,83,0
6432,2.0,1,32,3.0,5,0,0,76,0
6433,2.0,2,37,1.0,11,0,0,52,0
6434,2.0,3,31,3.0,5,0,0,63,0
6435,2.0,1,30,3.0,4,0,0,58,0
6436,2.0,1,42,3.0,10,0,0,67,0
6437,3.0,1,50,1.0,6,0,0,59,0
6440,2.0,1,26,3.0,3,0,0,80,0
6442,3.0,1,36,3.0,4,0,0,83,0
6443,2.0,1,41,3.0,15,0,0,49,0
6444,2.0,1,30,2.0,3,0,0,52,0
6445,2.0,1,26,4.0,4,0,0,48,0
6446,2.0,1,45,5.0,6,1,0,50,1
6447,2.0,1,51,1.0,25,0,0,48,0
6448,2.0,1,27,2.0,4,0,0,52,0
6449,2.0,1,48,4.0,5,1,1,82,0
6450,2.0,1,30,3.0,6,0,0,51,0
6451,3.0,1,40,3.0,6,1,0,61,0
6452,3.0,2,39,5.0,4,1,0,51,0
6453,2.0,2,30,3.0,5,0,0,45,0
6454,3.0,2,33,4.0,5,0,0,85,0
6455,2.0,1,29,5.0,5,0,0,50,0
6456,2.0,1,31,3.0,5,0,0,77,0
6457,2.0,1,36,4.0,7,0,0,57,0
6458,3.0,2,32,5.0,3,1,0,84,0
6459,2.0,1,40,4.0,7,1,0,76,0
6460,3.0,1,57,3.0,18,1,0,50,0
6461,2.0,1,26,3.0,5,0,0,50,0
6462,2.0,1,31,3.0,5,0,0,47,0
6463,2.0,1,51,4.0,21,0,0,79,0
6464,3.0,1,33,5.0,4,1,0,54,0
6465,2.0,2,32,3.0,4,0,0,67,0
6466,3.0,1,34,5.0,3,1,0,57,0
6467,2.0,1,54,4.0,13,1,0,46,0
6468,2.0,1,45,3.0,18,0,0,60,0
6470,2.0,2,29,3.0,1,0,0,50,0
6471,2.0,1,28,3.0,2,0,0,57,0
6472,3.0,2,33,4.0,5,0,0,77,0
6473,2.0,1,29,3.0,2,0,0,88,0
6475,2.0,1,30,4.0,5,1,0,47,1
6476,2.0,1,39,5.0,7,1,0,50,0
6477,2.0,1,42,5.0,4,1,0,46,0
6478,3.0,2,51,3.0,12,0,0,60,0
6480,3.0,3,41,3.0,14,0,0,79,0
6482,3.0,1,46,3.0,3,0,0,88,1
6483,2.0,1,36,4.0,6,1,0,53,0
6484,3.0,2,45,3.0,19,0,0,68,0
6486,2.0,1,34,4.0,4,1,1,51,0
6487,3.0,2,42,5.0,4,0,0,71,0
6488,2.0,1,45,4.0,19,0,0,57,0
6489,2.0,1,36,1.0,2,1,0,53,0
6490,2.0,1,28,4.0,2,0,0,59,0
6491,3.0,1,58,4.0,14,1,0,61,0
6492,2.0,1,42,3.0,5,0,0,49,0
6493,2.0,1,29,2.0,7,0,0,46,0
6494,2.0,1,36,1.0,3,0,0,48,0
6495,2.0,4,32,5.0,5,1,0,60,0
6496,3.0,1,33,4.0,8,1,0,95,1
6498,2.0,1,38,3.0,10,0,0,80,0
6499,3.0,1,37,5.0,6,0,0,86,0
6500,2.0,1,33,3.0,2,0,0,87,0
6501,2.0,1,45,1.0,4,0,0,81,0
6502,3.0,1,36,3.0,9,0,1,99,1
6503,2.0,1,40,3.0,11,0,0,59,0
6505,2.0,1,42,5.0,15,1,0,49,0
6506,2.0,1,36,3.0,7,0,0,60,0
6507,2.0,2,29,3.0,2,1,0,59,0
6508,2.0,1,53,1.0,13,0,0,45,0
6509,3.0,1,32,3.0,5,0,0,56,0
6510,2.0,1,43,3.0,11,0,0,54,0
6511,2.0,1,31,5.0,7,1,0,74,0
6512,2.0,1,27,1.0,5,0,0,77,0
6513,2.0,1,41,2.0,10,0,0,53,0
6514,3.0,2,39,3.0,10,0,0,83,0
6515,3.0,1,39,5.0,3,1,0,74,0
6516,3.0,1,32,3.0,9,0,0,51,0
6517,2.0,3,34,4.0,6,0,0,50,0
6518,2.0,1,27,1.0,2,0,0,79,0
6519,2.0,1,38,3.0,11,0,0,50,0
6520,3.0,1,55,3.0,25,0,0,61,0
6521,2.0,2,28,3.0,3,1,0,86,0
6522,2.0,1,28,4.0,3,0,0,62,0
6523,2.0,1,33,3.0,7,0,0,83,0
6524,3.0,3,33,3.0,5,0,0,49,0
6525,2.0,1,48,3.0,17,0,0,83,0
6526,2.0,1,30,4.0,9,0,0,55,0
6527,2.0,1,25,3.0,2,0,0,80,0
6529,2.0,1,43,3.0,15,0,0,48,0
6530,2.0,1,31,3.0,2,1,0,49,0
6531,2.0,1,27,3.0,4,0,0,68,0
6532,2.0,1,27,5.0,1,1,0,80,0
6534,2.0,1,40,3.0,13,0,0,50,0
6536,2.0,2,38,5.0,11,0,0,46,0
6537,3.0,1,30,3.0,2,0,0,71,0
6538,1.0,4,21,3.0,2,1,0,79,0
6539,2.0,1,27,3.0,3,0,0,51,0
6540,2.0,2,36,5.0,5,1,0,57,0
6541,3.0,1,37,1.0,4,1,0,49,0
6542,2.0,1,30,3.0,2,1,0,76,0
6546,3.0,1,45,3.0,3,1,0,58,0
6547,2.0,1,30,4.0,4,0,0,63,0
6548,2.0,1,37,3.0,9,1,0,62,0
6549,3.0,1,42,4.0,6,0,0,89,0
6550,3.0,3,32,3.0,7,0,0,83,0
6551,2.0,1,42,3.0,12,0,0,60,0
6552,2.0,4,28,3.0,4,0,0,51,0
6553,3.0,1,32,1.0,5,1,0,63,0
6554,3.0,1,52,4.0,23,1,0,70,0
6556,2.0,1,26,4.0,2,0,0,49,0
6557,2.0,1,30,3.0,6,0,0,85,0
6558,2.0,1,29,3.0,3,0,0,46,0
6559,3.0,1,60,4.0,18,0,0,48,0
6560,2.0,1,25,4.0,2,0,0,60,0
6561,2.0,1,30,3.0,2,0,0,73,0
6563,2.0,3,31,1.0,4,0,0,46,0
6564,3.0,1,33,3.0,9,0,0,45,0
6566,2.0,1,47,3.0,3,0,0,54,0
6567,2.0,1,29,2.0,5,0,0,50,0
6568,2.0,1,30,4.0,6,1,0,50,0
6569,3.0,1,39,3.0,5,0,0,60,1
6570,2.0,2,25,1.0,3,1,0,57,0
6571,2.0,1,33,1.0,6,0,0,59,0
6572,3.0,1,32,1.0,4,0,0,70,0
6573,2.0,2,28,3.0,3,0,0,87,0
6574,2.0,1,33,5.0,4,1,0,58,0
6575,2.0,1,29,4.0,3,1,0,88,0
6576,2.0,1,36,5.0,9,0,0,54,0
6577,2.0,1,26,2.0,2,0,0,80,0
6578,2.0,1,30,5.0,2,1,0,59,0
6579,2.0,1,29,4.0,4,0,0,85,0
6580,2.0,1,29,5.0,6,0,0,60,0
6581,3.0,1,39,1.0,11,0,0,77,0
6583,2.0,1,38,3.0,3,0,0,79,0
6585,3.0,1,36,5.0,7,1,0,68,0
6586,3.0,2,33,3.0,7,0,0,51,0
6588,2.0,1,33,3.0,2,1,0,71,0
6589,2.0,1,31,4.0,6,1,0,84,0
6590,2.0,1,50,3.0,8,1,0,63,0
6591,3.0,1,33,2.0,7,0,0,72,0
6592,3.0,1,30,3.0,4,0,0,80,0
6593,3.0,2,46,3.0,2,1,0,55,0
6594,2.0,1,30,5.0,2,1,0,51,1
6595,3.0,1,38,4.0,2,0,0,73,0
6596,2.0,1,28,5.0,1,1,0,85,0
6597,2.0,1,27,5.0,2,1,0,49,0
6598,2.0,1,41,4.0,12,0,0,86,0
6599,2.0,2,25,2.0,1,0,0,46,0
