Media_Type,Amount,Loan_Types,Mercnt_Size,Failed_Trans,Freq_Trans,No_Trans,Last_mth_Tr,AM0PM1,Country
PA,1433,Home_Loan,0,0,8,3,2,0,Other
PA,2018,Personal,0,0,18,1,1,1,Other
PA,3815,Personal,0,0,3,5,1,1,Other
FT,3465,Credit,0,0,31,5,1,0,Other
FT,2862,Personal,0,0,4,2,1,0,Other
PA,7548,Personal,0,0,3,1,1,1,ZA
PA,509,Personal,0,0,4,3,1,1,NL
PA,139,Personal,0,0,23,2,1,0,AU
PA,864,Personal,0,0,5,2,1,1,AU
PA,2174,Personal,2174,0,8,2,1,0,Other
FT,1964,Credit,0,0,8,15,2,1,AU
PA,3650,Personal,0,0,5,1,2,0,AU
PA,1442,Personal,0,0,2,3,1,0,Other
FT,800,Other,0,0,2,3,1,0,Other
FT,3175,Pers_Loan,0,0,5,2,1,1,AU
OTT,3543,Personal,0,0,8,1,1,0,Other
PA,8256,Personal,8256,0,21,3,1,1,AU
PA,3586,Personal,0,0,33,1,1,1,Other
BPAY,79,Personal,0,0,34,2,2,0,AU
OTT,1591,Personal,0,0,5,5,1,1,Other
FT,1638,Personal,0,0,12,2,1,0,AU
PA,76,Personal,0,0,2,5,2,0,ZA
PA,1147,Personal,0,0,27,1,1,0,Other
FT,92,Credit,0,0,16,3,1,1,AU
BPAY,7292,Home_Loan,0,0,6,1,1,1,Other
FT,6082,Personal,0,0,4,2,1,0,Other
PA,3766,Personal,0,0,49,7,2,1,AU
PA,3290,Personal,0,0,2,3,1,1,Other
PA,3257,Personal,0,0,15,4,2,0,Other
PA,8631,Home_Loan,0,0,38,2,1,1,AU
PA,8092,Personal,0,0,6,3,1,0,Other
OTT,783,Personal,525,0,4,6,1,0,AU
PA,9605,Business,1088,0,9,6,1,0,AU
PA,867,Personal,0,0,22,1,1,1,Other
FT,967,Personal,0,0,4,2,2,1,AU
FT,1057,Personal,0,0,3,3,5,0,AU
PA,2792,Personal,0,0,21,3,1,1,NL
FT,2058,Credit,0,0,3,2,2,1,AU
PA,3928,Personal,0,0,3,1,1,1,Other
PA,4953,Personal,0,0,24,3,1,0,AU
PA,1782,Personal,0,0,46,2,1,0,Other
FT,1302,Credit,0,0,24,2,1,1,Other
PA,5049,Personal,0,0,22,2,2,1,AU
PA,3651,Personal,0,0,5,3,1,0,AU
BPAY,1107,Personal,0,0,2,3,2,0,Other
BPAY,8450,Personal,8450,652,35,11,2,0,AU
PA,1928,Personal,0,0,1,5,1,1,Other
PA,2020,Personal,2552,0,46,1,2,0,AU
PA,4810,Personal,0,0,7,3,1,1,AU
OTT,153,Personal,0,0,16,2,1,1,AU
PA,2189,Personal,0,0,2,2,1,0,Other
PA,3437,Home_Loan,5552,0,4,13,1,0,Other
FT,7743,Personal,0,0,9,2,2,0,AU
PA,2315,Personal,0,0,2,4,1,0,ZA
PA,1109,Personal,1109,0,2,4,2,0,AU
PA,1661,Personal,0,0,3,3,1,1,AU
PA,6848,Home_Loan,0,0,20,5,1,0,AU
FT,3013,Personal,0,0,20,2,2,1,Other
PA,408,Personal,0,0,1,2,1,0,Other
PA,760,Personal,0,0,41,12,2,1,AU
PA,4190,Home_Loan,0,0,4,2,1,1,Other
PA,4830,Personal,0,0,6,9,1,0,AU
FT,47,Credit,0,0,1,2,1,0,Other
FT,8644,Credit,0,0,26,7,2,1,Other
OTT,1778,Personal,0,0,7,12,2,0,Other
PA,5138,Personal,0,0,20,3,2,1,Other
PA,9357,Personal,0,0,4,1,1,0,Other
PA,1193,Personal,0,0,2,2,5,0,AU
PA,6708,Personal,0,0,9,7,1,1,Other
PA,3247,Personal,0,0,15,2,1,0,Other
OTT,2356,Business,2356,0,6,1,1,1,UK
FT,342,Personal,0,0,8,5,1,1,Other
OTT,7453,Business,7453,0,10,5,1,0,AU
OTT,7794,Personal,0,0,1,2,1,0,AU
PA,1375,Personal,0,0,21,1,1,1,Other
PA,1279,Business,1279,0,5,3,1,1,Other
FT,838,Home_Loan,0,0,43,4,1,0,Other
PA,1238,Personal,0,0,2,2,1,1,Other
BPAY,6780,Business,0,0,1,7,1,0,Other
PA,1110,Personal,0,0,6,3,1,1,AU
FT,7,Personal,0,0,4,4,1,1,Other
PA,1166,Personal,0,0,36,2,2,0,Other
BPAY,1857,Home_Loan,848,2579,6,2,2,0,Other
OTT,50,Business,0,0,1,14,1,0,AU
PA,67,Personal,0,0,42,1,1,1,Other
FT,2591,Credit,0,0,3,2,1,0,Other
PA,4040,Personal,1541,0,1,5,1,0,Other
PA,1049,Personal,0,0,3,5,1,1,Other
PA,3089,Personal,0,0,8,3,3,0,AU
FT,3525,Personal,0,0,40,6,1,1,AU
PA,3203,Personal,3203,0,46,1,1,1,AU
PA,5623,Personal,0,0,1,2,2,0,Other
PA,3706,Personal,0,0,39,2,1,1,Other
PA,254,Home_Loan,0,0,4,2,1,1,AU
PA,3140,Personal,0,0,19,3,1,1,ZA
PA,7926,Business,0,0,46,2,1,1,AU
PA,770,Home_Loan,0,0,4,1,2,0,Other
FT,1630,Credit,0,0,4,3,4,1,Other
PA,56,Personal,0,0,3,8,1,0,Other
OTT,4688,Business,0,0,6,2,1,1,Other
PA,1040,Personal,0,0,5,5,1,0,AU
PA,9681,Personal,0,0,36,2,2,0,AU
PA,6557,Personal,0,0,6,1,2,0,AU
BPAY,1685,Personal,1685,1061,38,2,1,1,Other
PA,3165,Personal,0,0,16,2,1,1,Other
PA,4709,Personal,0,0,40,5,1,0,AU
BPAY,5405,Home_Loan,0,0,48,2,1,0,AU
PA,189,Personal,0,0,5,3,3,1,Other
PA,1045,Personal,0,0,48,1,1,0,Other
PA,9602,Personal,0,0,5,1,1,0,AU
PA,2779,Personal,0,0,8,2,1,1,Other
FT,4358,Personal,0,0,43,2,1,0,Other
FT,3981,Credit,0,0,5,2,1,0,Other
PA,4969,Personal,4969,0,2,2,1,1,Other
FT,590,Credit,0,0,6,9,2,0,AU
FT,1390,Personal,0,0,8,5,1,1,Other
PA,9408,Personal,0,0,3,3,1,0,Other
PA,3323,Personal,0,0,35,2,1,0,Other
PA,470,Home_Loan,0,0,5,5,1,1,ZA
PA,1284,Personal,0,0,32,3,1,1,AU
FT,861,Personal,0,0,25,3,1,1,Other
FT,4931,Personal,0,0,29,5,1,0,AU
PA,113,Personal,113,0,1,2,2,1,Other
FT,207,Personal,0,0,4,14,1,1,AU
PA,2763,Personal,0,0,9,3,1,1,Other
PA,305,Business,0,0,36,3,1,1,AU
PA,213,Personal,0,0,9,7,1,0,Other
PA,4096,Personal,0,0,3,3,1,0,Other
PA,5248,Home_Loan,5248,0,34,3,1,0,Other
PA,4220,Personal,0,0,2,2,1,1,AU
PA,92,Home_Loan,0,0,18,1,2,1,Other
PA,894,Personal,0,0,7,2,2,1,Other
OTT,170,Personal,0,0,40,1,1,0,AU
FT,9365,Credit,0,0,47,1,2,0,Other
OTT,6778,Personal,0,0,5,5,2,1,Other
OTT,1015,Personal,0,0,6,2,1,1,AU
PA,5400,Personal,0,0,3,2,1,1,Other
FT,3265,Home_Loan,0,0,50,2,1,0,AU
PA,1459,Personal,0,0,16,2,1,1,Other
FT,2451,Pers_Loan,0,0,32,2,2,0,Other
PA,809,Home_Loan,0,0,6,5,5,1,Other
PA,3657,Personal,0,0,3,1,1,0,Other
PA,10249,Home_Loan,0,0,43,14,1,1,Other
PA,2407,Personal,0,0,4,5,1,1,Other
PA,7641,Home_Loan,0,0,2,13,2,1,Other
PA,704,Home_Loan,0,0,6,2,1,1,Other
FT,1773,Personal,0,0,2,15,2,1,Other
OTT,4792,Personal,0,0,2,2,1,1,Other
PA,324,Personal,0,0,7,3,1,0,AU
OTT,7689,Personal,0,0,9,5,2,1,Other
FT,1666,Personal,0,0,4,3,1,0,Other
OTT,3164,Personal,1524,0,37,8,1,1,Other
FT,10180,Personal,0,0,12,1,1,1,Other
PA,1642,Personal,1642,0,8,2,2,0,Other
PA,50,Personal,0,0,9,7,1,1,AU
OTT,2114,Business,0,0,4,3,1,0,Other
PA,402,Personal,0,0,18,7,1,0,Other
PA,9461,Personal,519,0,3,1,3,0,Other
PA,1494,Personal,0,0,8,3,1,0,Other
PA,764,Personal,0,0,5,2,3,1,AU
PA,75,Personal,0,0,2,2,1,0,AU
PA,1912,Personal,0,0,37,1,2,1,Other
PA,2775,Personal,0,0,4,7,1,0,Other
FT,836,Personal,0,0,48,3,1,1,Other
FT,965,Personal,0,0,2,2,1,1,Other
FT,626,Credit,0,0,4,2,1,0,Other
FT,7982,Personal,0,0,28,1,2,0,AU
BPAY,4770,Credit,0,0,8,6,2,1,Other
PA,675,Home_Loan,675,0,8,3,1,1,Other
PA,2137,Personal,2137,0,10,13,2,1,Other
PA,499,Home_Loan,0,0,4,4,2,0,Other
FT,5462,Personal,0,0,4,2,1,0,AU
PA,8822,Personal,2457,0,10,3,1,0,Other
PA,8516,Personal,0,0,9,2,1,0,AU
FT,357,Personal,0,0,2,5,2,0,Other
FT,375,Personal,0,0,6,1,1,1,Other
FT,5638,Credit,0,0,2,3,1,1,Other
PA,682,Personal,682,0,34,4,1,1,AU
PA,2313,Personal,0,0,4,4,2,0,Other
PA,5497,Personal,5497,0,2,2,4,0,Other
PA,2404,Business,0,0,50,1,1,1,Other
PA,119,Personal,0,0,21,1,1,0,Other
BPAY,6704,Personal,0,0,5,2,2,1,Other
PA,1094,Personal,0,0,7,5,3,1,Other
PA,2890,Business,0,0,17,3,1,0,Other
PA,4105,Home_Loan,0,0,17,4,1,1,AU
PA,5216,Personal,0,0,2,14,1,0,Other
PA,5056,Business,0,0,2,1,1,0,Other
PA,3322,Personal,0,0,49,3,1,1,AU
PA,647,Personal,647,0,29,3,1,0,AU
PA,233,Personal,0,0,40,2,1,0,ZA
FT,3761,Personal,0,0,6,2,1,1,AU
PA,32,Personal,0,0,7,2,1,1,Other
FT,5678,Credit,0,0,8,2,1,0,Other
PA,1562,Home_Loan,1562,0,39,4,1,0,Other
PA,771,Personal,0,0,5,3,2,1,AU
PA,77,Personal,77,0,2,2,2,0,Other
PA,3985,Personal,1112,0,11,5,1,1,Other
PA,8008,Personal,0,0,24,4,1,0,AU
PA,9455,Personal,0,0,3,12,1,1,Other
PA,2709,Personal,0,0,3,1,1,1,AU
PA,7836,Personal,0,0,36,2,5,0,AU
FT,1330,Personal,0,0,30,9,1,0,Other
PA,1204,Personal,0,0,8,1,1,0,AU
PA,2120,Personal,0,0,4,6,1,0,Other
PA,4337,Personal,0,0,1,2,2,1,AU
PA,6601,Personal,0,0,8,1,1,1,Other
PA,2812,Personal,0,0,2,2,1,0,ZA
FT,6273,Personal,0,0,13,3,2,0,Other
PA,7162,Business,0,0,32,1,2,0,Other
PA,90,Personal,0,0,2,2,2,0,Other
PA,1913,Personal,0,0,7,2,1,1,AU
BPAY,129,Home_Loan,0,0,47,4,2,1,Other
FT,1095,Personal,0,0,5,3,1,0,AU
PA,763,Personal,0,0,28,3,1,1,Other
PA,149,Home_Loan,0,0,3,1,2,0,Other
PA,764,Personal,393,0,6,2,1,1,AU
PA,426,Personal,0,0,5,6,1,1,Other
PA,4805,Personal,0,0,48,11,1,1,Other
PA,3063,Home_Loan,98,0,2,3,1,1,AU
PA,1654,Personal,0,0,2,1,4,1,Other
PA,273,Home_Loan,273,0,2,1,2,1,AU
PA,2348,Business,0,0,9,1,1,1,Other
PA,709,Personal,0,0,29,4,1,0,AU
BPAY,9246,Personal,0,0,9,3,2,0,AU
PA,2161,Personal,0,0,40,3,2,0,Other
FT,726,Personal,0,0,34,2,1,0,Other
PA,5047,Personal,0,0,7,2,1,1,AU
PA,2307,Personal,0,0,5,2,5,1,Other
PA,3101,Personal,0,0,1,2,1,1,Other
FT,412,Personal,0,0,7,3,2,1,Other
FT,10204,Personal,0,0,22,2,1,1,Other
PA,4183,Personal,0,0,8,4,1,0,Other
PA,411,Business,0,0,2,2,2,1,Other
PA,533,Personal,0,0,6,2,2,0,Other
FT,143,Personal,0,0,19,2,2,0,AU
PA,5248,Personal,0,0,5,6,1,1,AU
OTT,401,Personal,0,0,4,1,1,0,Other
PA,842,Personal,0,0,39,6,1,0,Other
PA,811,Personal,0,0,50,4,1,1,Other
PA,17,Home_Loan,0,0,8,1,1,1,Other
FT,255,Personal,0,0,3,2,1,1,Other
FT,90,Credit,0,0,9,2,1,1,Other
OTT,2509,Personal,0,0,2,2,2,0,Other
FT,1521,Credit,0,0,4,5,1,1,AU
PA,4794,Personal,0,0,7,13,1,1,Other
PA,1233,Personal,0,0,45,9,1,1,AU
PA,3714,Business,0,0,5,2,2,0,AU
PA,6177,Personal,0,0,4,1,1,0,Other
PA,9390,Personal,0,0,49,13,1,1,AU
PA,3787,Personal,0,0,1,1,1,1,Other
BPAY,586,Business,0,0,34,1,1,0,AU
PA,2558,Personal,0,0,4,4,1,0,Other
PA,10228,Personal,0,0,1,2,1,1,AU
PA,902,Personal,0,0,4,3,1,1,Other
PA,5331,Personal,0,0,21,2,2,1,ZA
PA,3607,Personal,0,0,41,1,1,0,AU
PA,970,Personal,970,0,42,2,2,0,AU
FT,4161,Personal,0,0,22,5,1,0,Other
FT,3805,Personal,0,0,50,1,2,0,AU
PA,1396,Personal,0,0,3,1,1,0,Other
PA,3124,Home_Loan,0,0,12,3,1,1,UK
PA,4104,Personal,0,0,1,2,1,1,Other
PA,4809,Home_Loan,0,0,4,3,2,1,Other
PA,8548,Personal,0,0,49,1,2,1,AU
PA,1139,Personal,0,0,44,3,2,1,Other
PA,1240,Home_Loan,0,0,9,4,1,0,AU
PA,2216,Home_Loan,0,0,6,5,2,0,Other
FT,442,Credit,0,0,9,2,1,0,Other
PA,1061,Business,0,0,24,1,1,0,AU
PA,5784,Personal,0,0,4,4,2,0,AU
FT,6510,Credit,0,0,4,2,1,0,Other
PA,150,Personal,0,0,4,4,2,1,AU
FT,6,Credit,0,0,9,1,1,0,Other
BPAY,972,Personal,0,0,28,4,1,1,AU
PA,209,Personal,0,0,41,1,1,1,Other
PA,4760,Personal,4702,0,49,2,1,1,Other
PA,5180,Personal,0,0,22,2,2,1,Other
PA,4232,Personal,0,0,42,2,1,0,AU
PA,4904,Personal,0,0,46,3,2,1,Other
PA,4206,Business,0,0,38,2,1,0,Other
BPAY,8175,Personal,0,0,40,3,2,0,Other
PA,2359,Personal,1600,0,6,2,1,1,Other
FT,600,Credit,0,0,1,10,1,0,Other
PA,6557,Personal,6557,0,6,2,2,1,Other
OTT,3193,Business,0,0,5,4,1,0,Other
PA,9431,Personal,0,0,10,5,2,0,ZA
PA,669,Personal,0,0,49,2,1,1,Other
FT,8072,Credit,0,0,7,1,2,0,Other
PA,5948,Business,0,0,8,3,2,0,Other
FT,2862,Personal,0,0,8,2,2,1,Other
PA,1516,Personal,2599,0,19,1,2,1,Other
PA,3543,Personal,0,0,3,6,2,0,Other
PA,9896,Personal,9896,0,5,1,1,1,Other
PA,4050,Personal,0,0,6,13,1,0,Other
FT,1134,Home_Loan,0,0,8,3,2,1,Other
PA,228,Home_Loan,228,0,9,5,1,0,Other
PA,10408,Personal,0,0,4,3,2,1,AU
PA,310,Home_Loan,0,0,5,9,1,0,Other
FT,793,Personal,0,0,1,2,1,1,AU
FT,2084,Business,0,0,40,7,1,0,AU
PA,7254,Personal,0,0,21,2,2,1,AU
OTT,262,Personal,0,0,6,2,1,1,Other
PA,1732,Personal,0,0,3,9,1,1,Other
PA,2812,Personal,0,0,1,14,5,0,Other
PA,5573,Business,0,0,47,1,1,1,AU
FT,903,Personal,0,0,50,5,1,1,AU
PA,964,Personal,964,0,5,1,1,1,Other
PA,8778,Personal,0,0,4,3,5,1,Other
FT,36,Personal,0,0,50,3,1,1,Other
FT,1426,Personal,0,0,2,3,1,0,Other
FT,2525,Personal,0,0,4,5,1,0,Other
PA,1544,Personal,0,0,9,9,1,0,AU
FT,2348,Credit,0,0,3,8,1,0,Other
PA,9980,Personal,0,0,40,1,2,0,Other
PA,422,Personal,0,0,9,10,2,0,Other
FT,1860,Personal,0,0,29,4,2,1,Other
FT,175,Personal,0,0,3,3,1,0,AU
FT,190,Credit,0,0,40,5,2,0,Other
PA,1050,Business,0,0,23,2,1,0,Other
FT,1446,Personal,0,0,38,6,1,1,Other
BPAY,2215,Personal,0,0,47,1,1,0,AU
FT,463,Home_Loan,0,0,3,10,4,0,AU
PA,122,Personal,0,0,2,1,1,0,Other
PA,291,Credit,291,0,5,15,2,0,Other
FT,3229,Credit,0,0,6,3,1,1,AU
PA,1802,Personal,0,0,21,2,4,0,AU
PA,672,Personal,0,0,8,2,1,1,Other
PA,68,Personal,0,0,2,2,1,0,AU
FT,10301,Personal,0,0,2,14,1,1,AU
BPAY,6789,Business,0,0,17,2,1,1,Other
PA,7841,Personal,0,0,4,3,1,0,AU
FT,607,Credit,0,0,6,2,2,1,AU
PA,4535,Home_Loan,0,0,28,1,2,0,AU
PA,3173,Personal,0,0,3,1,1,0,Other
FT,1612,Credit,0,0,4,1,1,1,AU
PA,6164,Personal,0,0,2,2,1,1,Other
PA,7474,Personal,0,0,28,4,1,0,Other
FT,219,Personal,0,0,6,2,1,0,Other
OTT,188,Personal,0,0,2,3,5,1,AU
FT,615,Personal,0,0,5,1,4,0,Other
FT,175,Home_Loan,0,0,2,3,1,1,AU
PA,3412,Personal,0,0,1,3,5,1,AU
PA,2801,Home_Loan,0,0,44,2,1,1,NL
PA,2102,Personal,0,0,6,1,1,1,Other
PA,3705,Personal,3705,0,1,6,1,1,Other
PA,4516,Home_Loan,0,0,8,3,2,1,Other
PA,428,Personal,0,0,4,4,2,0,AU
PA,7353,Personal,0,0,27,2,1,1,Other
PA,3047,Personal,3047,0,12,2,1,1,Other
BPAY,6048,Business,0,0,43,3,1,0,AU
PA,2304,Business,5981,0,25,1,1,0,AU
FT,10046,Credit,0,0,47,4,1,1,Other
FT,1440,Credit,0,0,5,12,1,0,Other
PA,965,Personal,965,0,7,15,2,0,AU
OTT,3787,Personal,0,0,19,2,2,1,Other
OTT,6201,Personal,0,0,17,2,1,1,AU
PA,6630,Personal,0,0,5,2,2,0,AU
PA,2101,Personal,0,0,3,3,1,1,Other
PA,3998,Home_Loan,3998,0,31,3,1,0,AU
PA,698,Home_Loan,0,0,8,2,1,1,Other
PA,4719,Personal,0,0,41,1,1,0,Other
OTT,1240,Personal,0,0,21,2,1,0,Other
PA,1898,Personal,0,0,5,1,1,1,Other
PA,506,Personal,0,0,4,14,2,0,AU
PA,4929,Personal,0,0,6,1,1,1,Other
PA,473,Personal,0,0,6,3,1,1,Other
FT,8662,Personal,0,0,45,3,1,0,Other
PA,652,Personal,0,0,3,2,1,0,AU
OTT,4034,Personal,0,0,39,15,1,1,Other
FT,762,Personal,0,0,5,5,1,0,AU
PA,2217,Personal,0,0,4,1,1,0,Other
FT,8202,Personal,0,0,4,2,1,1,Other
PA,212,Personal,0,0,4,1,1,1,AU
BPAY,1497,Personal,0,0,4,3,2,0,Other
PA,1982,Home_Loan,0,0,5,4,2,1,Other
PA,122,Personal,122,0,48,2,1,1,Other
PA,1162,Personal,0,0,4,1,5,0,Other
FT,3534,Personal,0,0,48,1,1,1,AU
FT,3835,Credit,0,0,3,2,1,0,Other
PA,3590,Personal,0,0,3,3,1,1,AU
FT,4741,Personal,0,0,3,5,2,1,Other
PA,5516,Personal,5516,0,5,2,1,0,Other
PA,7090,Personal,7090,0,29,8,1,0,AU
PA,1201,Personal,0,0,38,1,1,0,Other
PA,6055,Personal,0,0,5,7,1,1,Other
FT,5189,Personal,0,0,4,2,1,0,AU
PA,227,Personal,0,0,24,1,1,1,AU
PA,4312,Personal,0,0,40,4,2,1,Other
PA,3700,Home_Loan,0,0,4,2,1,0,AU
PA,4937,Home_Loan,0,0,3,2,3,0,AU
PA,8211,Personal,0,0,1,1,2,0,AU
PA,963,Personal,0,0,32,2,2,1,UK
PA,2778,Personal,560,0,42,2,2,0,Other
PA,2699,Credit,0,0,6,14,1,0,Other
PA,7281,Personal,0,0,50,2,1,0,Other
OTT,2009,Business,0,0,9,6,2,1,Other
FT,1902,Credit,0,0,47,2,1,1,Other
PA,4215,Personal,0,0,6,3,1,0,Other
PA,2867,Personal,0,0,9,3,1,0,AU
PA,1447,Personal,0,0,4,2,1,0,Other
OTT,85,Personal,0,0,22,3,1,1,AU
PA,42,Personal,0,0,15,2,1,0,Other
FT,9030,Personal,0,0,2,3,1,0,Other
PA,3956,Personal,0,0,7,1,1,0,AU
PA,7161,Personal,0,0,3,1,2,0,Other
FT,2843,Personal,0,0,39,1,1,1,AU
FT,6339,Personal,0,0,3,3,1,1,Other
PA,3081,Personal,0,0,6,1,1,0,Other
PA,1535,Personal,0,0,6,2,1,1,AU
FT,1244,Credit,0,0,1,4,1,1,AU
PA,372,Personal,0,0,3,9,1,1,Other
PA,1259,Personal,0,0,1,3,2,1,AU
PA,3534,Personal,0,0,8,1,1,0,AU
PA,9892,Personal,0,0,12,11,1,1,Other
FT,400,Personal,0,0,7,5,1,0,AU
PA,1688,Personal,0,0,40,4,1,1,AU
BPAY,950,Home_Loan,0,0,10,1,1,0,Other
PA,1204,Personal,0,0,5,3,1,0,Other
PA,8906,Personal,8906,0,4,4,2,1,NL
PA,10561,Home_Loan,0,0,2,1,1,1,AU
PA,436,Personal,0,0,4,3,1,1,AU
OTT,6413,Personal,0,0,9,6,1,1,Other
FT,10205,Personal,0,0,4,1,1,1,Other
PA,53,Personal,0,0,2,2,1,1,Other
PA,3600,Personal,421,0,5,2,1,0,NL
PA,7736,Personal,0,0,16,2,1,1,AU
PA,8121,Personal,5126,0,32,4,1,0,Other
OTT,8645,Personal,0,0,5,2,2,0,AU
PA,1867,Personal,0,0,33,1,2,1,Other
PA,2554,Personal,0,0,5,1,1,0,Other
OTT,3430,Personal,0,0,3,12,2,0,Other
PA,2004,Personal,2004,0,2,2,1,1,Other
PA,1858,Personal,0,0,42,5,1,1,Other
FT,654,Credit,0,0,33,1,1,0,US
PA,700,Personal,0,0,6,2,1,0,Other
PA,1686,Personal,0,0,2,6,1,0,AU
FT,5273,Personal,0,0,4,1,1,1,Other
PA,207,Home_Loan,0,0,5,2,3,1,AU
PA,4628,Business,0,0,14,1,1,0,AU
PA,1082,Home_Loan,0,0,29,3,1,0,Other
PA,379,Personal,0,0,5,5,1,0,Other
PA,3722,Home_Loan,0,0,26,2,2,1,ZA
BPAY,1306,Business,0,0,3,5,1,1,AU
PA,2075,Personal,0,0,15,4,2,0,AU
FT,2448,Personal,0,0,1,4,1,0,AU
PA,1049,Personal,0,0,12,15,1,1,AU
PA,7608,Personal,0,0,8,6,1,1,Other
PA,3370,Personal,0,0,9,2,2,0,AU
PA,419,Personal,0,0,5,1,2,0,AU
PA,1194,Personal,0,0,4,1,1,1,Other
PA,3102,Personal,0,0,3,2,1,1,Other
PA,4370,Personal,0,0,24,12,2,1,Other
PA,4766,Personal,0,0,9,3,1,1,Other
PA,2921,Personal,0,0,3,4,1,1,AU
BPAY,2394,Credit,0,0,10,2,1,1,Other
FT,287,Home_Loan,0,0,3,3,1,0,Other
PA,203,Business,0,0,7,2,2,1,Other
PA,4426,Personal,0,0,3,4,1,1,Other
PA,2394,Personal,0,0,6,3,1,1,AU
PA,2843,Personal,0,0,2,2,1,1,AU
PA,38,Personal,0,0,5,5,1,1,AU
PA,4277,Personal,0,0,30,4,1,1,AU
FT,3879,Credit,0,0,1,4,2,1,Other
PA,1106,Business,0,0,4,2,1,1,AU
FT,3301,Personal,0,0,3,7,1,0,Other
FT,777,Personal,0,0,29,2,1,1,Other
PA,9304,Personal,4407,0,29,3,1,0,Other
PA,7646,Home_Loan,0,0,41,3,3,1,Other
FT,2259,Personal,0,0,5,3,1,1,Other
PA,7490,Business,0,0,7,2,2,1,Other
PA,1641,Personal,0,0,39,1,2,0,AU
PA,1655,Personal,0,0,7,14,1,0,NL
PA,3683,Personal,0,0,41,10,1,1,AU
FT,7807,Personal,0,0,22,1,1,1,AU
PA,804,Business,3573,0,31,4,1,1,AU
PA,284,Personal,0,0,7,2,2,1,Other
FT,2982,Personal,0,0,3,3,1,1,Other
PA,6377,Personal,0,0,3,4,2,1,Other
BPAY,2276,Personal,0,0,43,5,1,0,ZA
PA,3947,Personal,3947,0,4,3,1,0,AU
PA,7548,Personal,7548,0,7,1,2,1,AU
FT,2336,Personal,0,0,5,10,1,0,AU
PA,961,Personal,0,0,8,8,1,1,AU
PA,1177,Personal,0,0,18,2,2,0,ZA
PA,574,Personal,4292,0,20,5,1,0,Other
FT,521,Personal,0,0,19,1,2,0,AU
PA,9508,Personal,9508,0,2,5,2,0,AU
PA,5887,Home_Loan,5887,0,3,2,1,1,Other
PA,1422,Personal,0,0,29,3,1,1,ZA
PA,10337,Personal,0,0,6,2,1,0,AU
PA,4188,Personal,0,0,2,3,1,0,Other
PA,1560,Home_Loan,0,0,5,1,1,0,AU
BPAY,60,Home_Loan,0,0,2,5,2,0,Other
PA,2769,Personal,2769,0,17,2,3,0,Other
FT,2775,Personal,0,0,2,5,2,1,AU
PA,7201,Personal,0,0,15,1,1,1,Other
FT,9353,Personal,0,0,6,5,1,1,Other
FT,520,Credit,0,0,3,4,1,0,Other
PA,3876,Personal,0,0,10,1,2,1,AU
PA,3326,Personal,0,0,25,11,1,0,Other
PA,3197,Business,0,0,3,3,1,1,Other
BPAY,9946,Home_Loan,0,0,10,2,2,0,Other
PA,1839,Personal,1839,0,9,2,1,0,Other
PA,3480,Other,0,0,4,1,1,1,AU
PA,332,Home_Loan,0,0,33,3,1,1,Other
PA,6050,Home_Loan,0,0,7,14,1,1,AU
PA,1976,Personal,0,0,7,2,1,1,AU
PA,4710,Personal,0,0,5,1,1,0,AU
PA,204,Personal,204,0,4,5,1,0,AU
FT,19,Personal,0,0,26,1,1,1,Other
PA,9663,Personal,552,0,10,1,1,0,AU
PA,1624,Personal,0,0,38,1,1,0,AU
PA,3964,Business,4727,0,3,4,4,0,Other
PA,5720,Personal,0,0,14,2,1,1,AU
OTT,5161,Business,0,0,4,3,1,1,Other
FT,102,Personal,0,0,2,3,1,1,Other
PA,222,Business,0,0,18,4,1,0,Other
PA,3386,Personal,0,0,33,6,1,1,Other
PA,9965,Personal,0,0,4,2,1,1,Other
PA,1985,Personal,0,0,33,5,1,0,Other
PA,8050,Home_Loan,8050,0,19,5,1,0,Other
PA,1438,Personal,0,0,5,3,2,0,AU
PA,5336,Personal,5336,0,22,5,2,1,Other
PA,1980,Business,0,0,4,1,1,1,AU
PA,4843,Personal,0,0,32,2,2,1,AU
OTT,9125,Personal,0,0,34,2,2,0,Other
PA,3258,Home_Loan,0,0,4,10,1,0,Other
PA,904,Personal,447,0,1,1,1,0,Other
FT,1162,Credit,0,0,45,2,1,1,AU
FT,4502,Business,0,0,6,10,1,0,AU
FT,6848,Credit,0,0,4,2,1,1,AU
PA,1621,Business,0,0,6,4,1,1,Other
PA,9668,Personal,0,0,5,5,1,0,AU
PA,463,Personal,0,0,18,4,2,1,AU
PA,3453,Personal,0,0,1,1,2,0,Other
FT,4330,Personal,0,0,6,2,1,0,AU
PA,6082,Personal,0,0,35,2,2,0,Other
FT,514,Personal,0,0,21,1,1,0,Other
PA,853,Personal,0,0,4,3,4,0,AU
PA,6301,Pers_Loan,0,0,14,1,1,0,Other
FT,841,Personal,0,0,2,1,1,0,Other
PA,8969,Personal,0,0,2,3,1,1,AU
PA,3440,Personal,0,0,6,1,1,1,Other
PA,369,Personal,0,0,5,3,1,0,AU
PA,4081,Personal,0,0,5,1,2,1,Other
PA,1126,Personal,0,0,9,5,1,0,Other
FT,5226,Personal,0,0,5,4,1,0,Other
PA,2072,Business,2072,0,38,4,1,1,AU
PA,3846,Personal,0,0,33,13,2,1,AU
PA,3489,Personal,634,0,2,6,1,0,AU
